num,playerID,yearID,stint,teamID,IgID,G,AB,R,H,B2,B3,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,prev_salary,salary
68118,morriha02,1990,1,CIN,NL,107,309,50,105,22,3,7,36,9,3,21,32,4,1,3,2,12,114500,180000
68121,mosebll01,1990,1,DET,AL,122,431,64,107,16,5,14,51,17,5,48,77,3,5,1,2,14,1400000,1600000
68124,mulhote01,1990,1,PHI,NL,33,62,2,6,1,0,0,2,0,1,1,30,0,0,4,0,2,150000,475000
68125,mullira01,1990,1,TOR,AL,57,97,11,28,4,0,2,16,2,1,22,19,2,0,0,1,2,520000,725000
68131,murraed02,1990,1,LAN,NL,155,558,96,184,22,3,26,95,8,5,82,64,21,1,0,4,19,2513703,2628164
68133,myersgr01,1990,1,TOR,AL,87,250,33,59,7,1,5,22,0,1,22,33,0,0,1,4,12,105000,160000
68134,myersra01,1990,1,CIN,NL,66,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,875000,2000000
68138,navarja01,1990,1,ML4,AL,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,835000
68140,nelsoge01,1990,1,OAK,AL,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000,1100000
68142,newmaal01,1990,1,MIN,AL,144,388,43,94,14,0,0,30,13,6,33,34,0,2,8,2,7,350000,450000
68144,nichoro02,1990,1,CLE,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112500,125000
68160,oberkke01,1990,1,HOU,NL,77,150,10,31,6,1,1,12,1,1,15,17,1,1,1,1,2,625000,675000
68163,obriepe03,1990,1,SEA,AL,108,366,32,82,18,0,5,27,0,0,44,33,1,2,1,4,12,1187500,2037500
68165,offerjo01,1990,1,LAN,NL,29,58,7,9,0,0,1,7,1,0,4,14,1,0,1,0,0,100000,115000
68167,olerujo01,1990,1,TOR,AL,111,358,43,95,15,1,14,48,0,2,57,75,6,1,1,4,5,100000,293667
68171,olivejo01,1990,1,CIN,NL,121,364,34,84,23,0,8,52,1,1,37,75,15,2,5,1,6,107500,186000
68172,olsongr01,1990,1,BAL,AL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000,505000
68176,oneilpa01,1990,1,CIN,NL,145,503,59,136,28,0,16,78,13,11,53,103,13,2,1,5,12,625000,975000
68177,ontivst02,1990,1,PHI,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,180000
68178,oquenjo01,1990,1,SLN,NL,156,469,38,118,17,5,1,37,1,1,74,46,8,0,5,5,7,575000,775000
68179,oroscje01,1990,1,CLE,AL,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,900000
68180,orsuljo01,1990,1,BAL,AL,124,413,49,111,14,3,11,57,6,8,46,48,9,1,4,1,7,610000,1100000
68183,ortonjo01,1990,1,CAL,AL,31,84,8,16,5,0,1,6,0,1,5,31,0,1,2,0,2,100000,120000
68188,pagnoto01,1990,1,SLN,NL,69,220,20,61,15,0,2,23,1,1,14,37,1,1,0,2,0,100000,310000
68191,palldo01,1990,1,CHA,AL,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,448000
68192,palmera01,1990,1,TEX,AL,154,598,72,191,35,6,14,89,3,3,40,59,6,3,2,8,24,300000,1475000
68200,parkeri01,1990,1,SFN,NL,54,107,19,26,5,0,2,14,6,1,10,15,0,1,3,0,1,100000,115000
68203,parrila02,1990,1,CAL,AL,133,470,54,126,14,0,24,70,2,2,46,107,4,5,0,2,12,1916667,2416667
68204,pasquda01,1990,1,CHA,AL,112,325,43,89,27,3,13,58,1,1,37,66,7,2,0,5,4,168000,800000
68205,pattebo01,1990,1,PIT,NL,55,19,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,150000,325000
68206,patteke01,1990,1,CHA,AL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,160000
68208,pecotbi01,1990,1,KCA,AL,87,240,43,58,15,2,5,20,8,5,33,39,0,1,6,0,5,115000,307500
68209,penaal01,1990,1,NYN,NL,52,6,2,1,0,0,0,1,0,0,1,3,0,0,0,0,0,975000,1000000
68210,penage01,1990,1,SLN,NL,18,45,5,11,2,0,0,2,1,1,4,14,0,1,0,1,0,100000,120000
68211,penato01,1990,1,BOS,AL,143,491,62,129,19,1,7,56,8,6,43,71,3,1,2,3,23,1700000,2300000
68213,perezme01,1990,1,CHA,AL,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228000,358000
68214,perezmi01,1990,1,SLN,NL,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,115000
68215,perezpa01,1990,1,NYA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,2133333
68220,petrage01,1990,1,TEX,AL,133,325,28,83,13,1,0,21,0,2,50,49,3,3,1,3,12,462500,562500
68222,pettiga01,1990,1,TEX,AL,136,423,66,101,16,8,3,31,38,15,57,118,0,4,11,3,6,703333,903333
68225,phillto02,1990,1,DET,AL,152,573,97,144,23,5,8,55,19,9,99,85,0,4,9,2,10,866667,1566666
68228,plesada01,1990,1,ML4,AL,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466667,1000000
68229,plunker01,1990,1,NYA,AL,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,975000
68234,portuma01,1990,1,HOU,NL,32,66,2,9,0,0,0,5,0,0,1,8,0,0,5,0,4,202000,705000
68240,princto01,1990,1,PIT,NL,4,10,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,107000,118000
68241,puckeki01,1990,1,MIN,AL,146,551,82,164,40,3,12,80,5,4,57,73,11,3,1,3,15,2816667,3166667
68244,quinolu01,1990,1,CIN,NL,83,145,10,35,7,0,2,17,1,0,13,29,3,1,1,4,3,150000,300000
68245,quintca01,1990,1,BOS,AL,149,512,56,147,28,0,7,67,1,2,52,74,0,2,4,2,19,130000,305000
68246,quirkja01,1990,1,OAK,AL,56,121,12,34,5,1,3,26,0,0,14,34,1,1,5,3,1,150000,500000
68248,radinsc01,1990,1,CHA,AL,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,130000
68250,ramirra01,1990,1,HOU,NL,132,445,44,116,19,3,2,37,10,5,24,46,9,1,9,1,9,1000000,1200000
68254,rasmude01,1990,1,SDN,NL,33,62,8,18,2,0,0,8,0,0,2,18,0,0,6,1,1,802000,805000
68256,readyra01,1990,1,PHI,NL,101,217,26,53,9,1,1,26,3,2,29,35,0,1,3,3,3,520000,600000
68257,reardje01,1990,1,BOS,AL,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633333,2533333
68258,redusga01,1990,1,PIT,NL,96,227,32,56,15,3,6,23,11,5,33,38,0,2,1,5,1,500000,600000
68262,reedje02,1990,1,CIN,NL,72,175,12,44,8,1,3,16,0,0,24,26,5,0,5,1,4,345000,600000
68263,reedjo01,1990,1,BOS,AL,155,598,70,173,45,0,5,51,4,4,75,65,4,4,11,3,19,300000,850000
68268,reynoha01,1990,1,SEA,AL,160,642,100,162,36,5,5,55,31,16,81,52,3,3,5,6,9,966667,1866666
68275,rijojo01,1990,1,CIN,NL,29,62,3,10,1,0,0,2,1,0,2,10,0,0,11,0,1,630000,2333333
68277,ripkebi01,1990,1,BAL,AL,129,406,48,118,28,1,3,38,5,2,28,43,2,4,17,1,7,215000,700000
68278,ripkeca01,1990,1,BAL,AL,161,600,78,150,28,4,21,84,3,1,82,66,18,5,1,7,12,1316667,2566667
68280,riverlu01,1990,1,BOS,AL,118,346,38,78,20,0,7,45,4,3,25,58,0,1,12,1,10,250000,635000
68281,roberbi01,1990,1,SDN,NL,149,556,104,172,36,3,9,44,46,12,55,65,1,6,8,4,8,195000,675000
68283,robindo01,1990,1,SFN,NL,31,63,4,9,1,0,2,7,0,0,0,17,0,0,3,0,2,950000,2450000
68293,rogerke01,1990,1,TEX,AL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,287500
68295,rojasme01,1990,1,MON,NL,23,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,100000,115000
68297,rominke01,1990,1,BOS,AL,70,136,21,37,7,0,2,14,4,0,12,27,0,1,0,2,7,250000,355000
68301,rosebo01,1990,1,CAL,AL,7,13,5,5,0,0,1,2,0,0,2,1,0,0,1,0,0,100000,107500
68308,russeje01,1990,1,TEX,AL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166667,2200000
68311,ryanno01,1990,1,TEX,AL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,3300000
68312,saberbr01,1990,1,KCA,AL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,2950000
68313,saboch01,1990,1,CIN,NL,148,567,95,153,38,2,25,71,25,10,61,58,7,4,1,3,8,200000,1250500
68315,salazlu01,1990,1,CHN,NL,115,410,44,104,13,3,12,47,3,1,19,59,3,4,0,1,4,550000,575000
68316,sampebi01,1990,1,MON,NL,59,8,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,100000,161000
68317,samueju01,1990,1,LAN,NL,143,492,62,119,24,3,13,52,38,20,51,126,5,5,5,5,8,1350000,1575000
68324,santibe01,1990,1,SDN,NL,100,344,42,93,8,5,11,53,5,5,27,55,2,3,1,7,4,750000,1650000
68325,santone01,1990,1,MON,NL,59,163,13,31,3,1,6,28,0,3,8,31,0,0,0,5,5,205000,282500
68326,sassema01,1990,1,NYN,NL,100,270,31,83,14,0,6,41,0,0,15,19,9,1,0,2,7,155000,505000
68328,saxst01,1990,1,NYA,AL,155,615,70,160,24,2,4,42,43,9,49,46,3,4,6,6,13,950000,1650001
68335,schofdi02,1990,1,CAL,AL,99,310,41,79,8,1,1,18,3,4,52,61,3,2,13,2,3,983333,1483334
68336,schoomi01,1990,1,SEA,AL,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000,490000
68341,sciosmi01,1990,1,LAN,NL,135,435,46,115,25,0,12,66,4,1,55,31,14,3,1,4,11,1233333,2183333
68342,scottmi03,1990,1,HOU,NL,32,54,0,7,0,0,0,1,1,0,4,22,0,0,6,0,1,1987500,2412500
68346,searcst01,1990,1,DET,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107000,125000
68349,seitzke01,1990,1,KCA,AL,158,622,91,171,31,5,6,38,7,5,67,66,2,2,4,2,11,1001250,1625000
68350,sharpmi01,1990,1,LAN,NL,129,357,42,106,14,2,3,36,15,6,46,39,6,1,8,3,5,135000,307500
68353,sheffga01,1990,1,ML4,AL,125,487,67,143,30,1,10,67,25,10,44,41,1,3,4,9,11,115000,400000
68358,shumpte01,1990,1,KCA,AL,32,91,7,25,6,1,0,8,3,3,2,17,0,1,0,2,4,100000,110000
68359,sierrru01,1990,1,TEX,AL,159,608,70,170,37,2,16,96,9,0,49,86,13,1,0,8,15,1625000,2650000
68363,skinnjo01,1990,1,CLE,AL,49,139,16,35,4,1,2,16,0,0,7,44,0,0,0,0,2,280000,610000
68364,slaugdo01,1990,1,PIT,NL,84,230,27,69,18,3,4,29,0,1,27,27,2,3,3,4,2,650000,766667
68365,smilejo01,1990,1,PIT,NL,26,49,1,6,0,0,0,3,0,0,3,15,0,0,3,0,0,840000,1050000
68366,smithbr01,1990,1,SLN,NL,26,39,2,10,1,0,1,7,0,0,1,9,0,0,11,0,1,1566667,2133333
68369,smithdw01,1990,1,CHN,NL,117,290,34,76,15,0,6,27,11,6,28,46,2,2,0,2,7,165000,225667
68373,smithlo01,1990,1,ATL,NL,135,466,72,142,27,9,9,42,10,10,58,69,3,6,1,6,2,1458334,2041667
68375,smithoz01,1990,1,SLN,NL,143,512,61,130,21,1,1,50,32,6,61,33,4,2,7,10,8,1975000,2225000
68376,smithpe02,1990,1,ATL,NL,13,23,2,2,0,0,0,0,0,0,1,1,0,0,4,0,0,190000,365000
68380,smoltjo01,1990,1,ATL,NL,38,74,7,12,2,0,0,4,1,0,6,32,0,0,7,0,2,210000,355000
68383,sorrepa01,1990,1,MIN,AL,41,121,11,25,4,1,5,13,1,1,12,31,0,1,0,1,3,100000,122500
68384,sosasa01,1990,1,CHA,AL,153,532,72,124,26,10,15,70,32,16,33,150,4,6,2,6,10,100000,150000
68385,spierbi01,1990,1,ML4,AL,112,363,44,88,15,3,2,36,11,6,16,45,0,1,6,3,12,135000,250000
68387,stanlmi02,1990,1,TEX,AL,103,189,21,47,8,1,2,19,1,0,30,25,2,0,6,1,4,115000,145000
68388,stantmi02,1990,1,ATL,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118000,120000
68390,steinte01,1990,1,OAK,AL,114,379,32,95,15,2,9,57,0,1,19,66,1,4,5,3,11,750000,1050000
68391,stephph01,1990,1,SDN,NL,103,182,26,38,9,1,4,19,2,1,30,43,1,0,0,1,3,100000,130000
68394,stewada01,1990,1,OAK,AL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,3166667
68395,stiebda01,1990,1,TOR,AL,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750000,3000000
68396,stillku01,1990,1,KCA,AL,144,506,60,126,35,4,3,51,0,2,39,60,1,4,4,7,11,795000,1280000
68399,stottto01,1990,1,TOR,AL,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168500,315000
68402,surhobj01,1990,1,ML4,AL,135,474,55,131,21,4,6,59,18,7,41,37,5,1,7,7,8,575000,1085000
68403,sutclri01,1990,1,CHN,NL,5,5,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1925000,2275000
68408,swiftbi02,1990,1,SEA,AL,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370000,950000
68409,swindgr01,1990,1,CLE,AL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840000,2025000
68412,tananfr01,1990,1,DET,AL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,1900000
68413,tapanke01,1990,1,MIN,AL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102000,197500
68414,tartada01,1990,1,KCA,AL,88,313,41,84,19,0,15,60,1,1,36,93,0,0,0,3,9,1650000,2250000
68417,templga01,1990,1,SDN,NL,144,505,45,125,25,3,9,59,1,4,24,59,7,0,8,4,17,550000,530000
68420,terrysc01,1990,1,SLN,NL,50,11,2,5,1,0,0,0,0,0,0,3,0,0,1,0,0,370000,350000
68422,teufeti01,1990,1,NYN,NL,80,175,28,43,11,0,10,24,0,0,15,33,1,0,1,1,5,612500,637500
68423,tewksbo01,1990,1,SLN,NL,28,41,2,7,1,0,0,2,0,0,4,18,0,0,9,0,1,100000,160000
68424,thigpbo01,1990,1,CHA,AL,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325000,2418667
68427,thompmi02,1990,1,SLN,NL,135,418,42,91,14,7,6,30,25,5,39,60,5,5,1,0,4,866667,1516667
68429,thompro01,1990,1,SFN,NL,144,498,67,122,22,3,15,56,14,4,34,96,1,6,8,3,9,900000,1500000
68430,thondi01,1990,1,PHI,NL,149,552,54,141,20,4,8,48,12,5,37,77,10,3,1,2,14,1100000,1250000
68440,trammal01,1990,1,DET,AL,146,559,71,170,37,1,14,89,12,10,68,55,7,1,3,6,11,1800000,2200000
68442,treadje01,1990,1,ATL,NL,128,474,56,134,20,2,11,59,3,4,25,42,1,3,5,4,10,250000,770000
68447,uribejo01,1990,1,SFN,NL,138,415,35,103,8,6,1,24,5,9,29,49,13,0,4,0,8,983333,1333333
68454,valleda01,1990,1,SEA,AL,107,308,37,66,15,0,7,33,1,2,45,48,0,7,4,0,11,485000,666667
68455,vanslan01,1990,1,PIT,NL,136,493,67,140,26,6,17,77,14,4,66,89,2,1,3,4,6,1200000,2180000
68459,vaughgr01,1990,1,ML4,AL,120,382,51,84,26,2,17,61,7,4,33,91,1,1,7,6,11,100000,190000
68460,velarra01,1990,1,NYA,AL,95,229,21,48,6,2,5,19,0,3,20,53,0,1,2,1,6,136500,145000
68461,venabma01,1990,1,CAL,AL,93,189,26,49,9,3,4,21,5,1,24,31,2,0,7,2,3,200000,425000
68462,venturo01,1990,1,CHA,AL,150,493,48,123,17,1,5,54,1,4,55,53,2,1,13,3,5,100000,150000
68465,violafr01,1990,1,NYN,NL,35,85,4,13,0,0,0,4,0,0,0,20,0,0,7,0,1,1966667,3166667
68468,vizquom01,1990,1,SEA,AL,81,255,19,63,3,2,2,18,4,1,18,22,0,0,10,2,7,135000,180000
68472,walkbo01,1990,1,PIT,NL,26,37,3,6,1,0,0,4,0,0,1,13,0,1,10,0,1,850000,850000
68480,waltoje01,1990,1,CHN,NL,101,392,63,103,16,2,2,21,14,7,50,70,1,4,1,2,4,185000,210000
68483,warddu01,1990,1,TOR,AL,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,800000
68490,webstmi01,1990,1,CLE,AL,128,437,58,110,20,6,12,55,22,6,20,61,1,3,11,6,5,600000,750000
68491,wegmabi01,1990,1,ML4,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000,440000
68492,weisswa01,1990,1,OAK,AL,138,445,50,118,17,1,2,35,9,3,46,53,5,4,6,4,7,235000,780000
68493,welchbo01,1990,1,OAK,AL,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133334,3450000
68494,wellsda01,1990,1,TOR,AL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000,800000
68496,westda01,1990,1,MIN,AL,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,160000
68499,whitalo01,1990,1,DET,AL,132,472,75,112,22,2,18,60,8,2,74,71,7,0,1,5,10,1800000,2000000
68500,whitede03,1990,1,CAL,AL,125,443,57,96,17,3,11,44,21,6,44,116,5,3,10,3,6,580000,800000
68503,whitewa02,1990,1,NYN,NL,38,8,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,101000,155000
68504,whitsed01,1990,1,SDN,NL,33,67,6,10,1,0,1,4,0,0,2,16,0,0,13,0,1,1125000,1325000
68513,willima04,1990,1,SFN,NL,159,617,87,171,27,2,33,122,7,4,33,138,9,7,2,5,13,190000,600000
68514,willima05,1990,1,BAL,AL,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000,685000
68516,willsfr01,1990,1,TOR,AL,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242500,435000
68517,wilsocr01,1990,1,SLN,NL,55,121,13,30,2,0,0,7,0,2,8,14,0,0,0,2,7,100000,130000
68519,wilsomo01,1990,1,TOR,AL,147,588,81,156,36,4,3,51,23,4,31,102,0,0,6,4,10,1125000,1625000
68525,winnihe01,1990,1,CIN,NL,84,160,20,41,8,5,3,17,6,4,14,31,1,0,2,1,0,337500,437500
68526,wittbo01,1990,1,TEX,AL,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415000,1516667
68529,worthcr01,1990,1,BAL,AL,133,425,46,96,17,0,8,44,1,2,63,96,2,3,7,3,13,207500,207500
68535,youngcl01,1990,1,CAL,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,105000
68536,youngcu01,1990,1,OAK,AL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675000,775000
68537,youngge02,1990,1,HOU,NL,57,154,15,27,4,1,1,4,6,3,20,23,0,0,4,1,3,280000,340000
68539,yountro01,1990,1,ML4,AL,158,587,98,145,17,5,17,77,15,8,78,89,6,6,4,8,7,3200000,3200000
68540,zeileto01,1990,1,SLN,NL,144,495,62,121,25,3,15,57,2,4,67,77,3,2,0,6,11,100000,160000
68541,abbotji01,1991,1,CAL,AL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357500,1850000
68548,agostju01,1991,1,SLN,NL,72,3,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1166667,1666667
68549,aguilri01,1991,1,MIN,AL,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533333,2308333
68559,alomaro01,1991,1,TOR,AL,161,637,88,188,41,11,9,69,53,11,57,86,3,4,16,5,5,1300000,2983333
68560,alomasa02,1991,1,CLE,AL,51,184,10,40,9,0,0,7,0,4,8,24,1,4,2,1,4,360000,525000
68561,alvarwi01,1991,1,CHA,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,130000
68565,anderbr01,1991,1,BAL,AL,113,256,40,59,12,3,2,27,12,5,38,44,0,5,11,3,1,165000,365000
68567,anderla02,1991,1,SDN,NL,38,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000000,2000000
68568,anthoer01,1991,1,HOU,NL,39,118,11,18,6,0,1,7,1,0,12,41,1,0,0,2,2,115000,120000
68569,appieke01,1991,1,KCA,AL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215000,390000
68570,aquinlu01,1991,1,KCA,AL,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,650000
68574,assenpa01,1991,1,CHN,NL,75,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1110000,1913333
68577,averyst01,1991,1,ATL,NL,37,79,4,17,1,1,0,2,1,0,4,31,0,0,5,0,1,110000,355000
68579,backmwa01,1991,1,PHI,NL,94,185,20,45,12,0,0,15,3,2,30,30,0,0,2,3,2,650000,650000
68580,baergca01,1991,1,CLE,AL,158,593,80,171,28,2,11,69,3,2,48,74,5,6,4,3,12,205000,525000
68582,bailesc01,1991,1,CAL,AL,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425000,600000
68583,baineha01,1991,1,OAK,AL,141,488,76,144,25,1,20,90,0,1,72,67,22,1,0,5,12,1358333,1583333
68590,barfije01,1991,1,NYA,AL,84,284,37,64,12,0,17,48,1,0,36,80,6,0,0,1,11,1333333,2166667
68595,basske01,1991,1,SFN,NL,124,361,43,84,10,4,10,40,7,4,36,56,8,4,2,3,12,1333333,2000000
68596,batiski01,1991,1,PHI,NL,10,27,2,6,0,0,0,1,0,1,1,8,1,0,0,0,0,100000,109000
68603,belinst01,1991,1,PIT,NL,60,7,0,0,0,0,0,1,0,0,2,5,0,0,2,0,1,190000,280000
68605,belleal01,1991,1,CLE,AL,123,461,60,130,31,2,28,95,3,1,25,99,2,5,0,5,24,130000,175000
68609,bellja01,1991,1,PIT,NL,157,608,96,164,32,8,16,67,10,6,52,99,1,4,30,3,15,380000,875000
68610,bellju01,1991,1,BAL,AL,100,209,26,36,9,2,1,15,0,0,8,51,0,0,4,2,1,103000,125000
68614,benesan01,1991,1,SDN,NL,33,62,4,2,0,0,1,1,0,0,6,29,0,2,7,0,2,235000,475000
68615,benjami01,1991,1,SFN,NL,54,106,12,13,3,0,2,8,3,0,7,26,2,2,3,2,1,110000,150000
68618,berenju01,1991,1,ATL,NL,49,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,900000,1200000
68619,bergmda01,1991,1,DET,AL,86,194,23,46,10,1,7,29,1,1,35,40,2,0,0,2,2,575000,375000
68624,bicheda01,1991,1,ML4,AL,134,445,53,106,18,3,15,59,14,8,22,107,4,1,1,6,9,185000,230000
68627,biggicr01,1991,1,HOU,NL,149,546,79,161,23,4,4,46,19,6,53,71,3,2,5,3,2,437500,1425000
68628,bilarda01,1991,1,SDN,NL,15,26,4,7,2,1,0,5,0,0,3,4,0,0,0,0,0,115000,125000
68630,blackbu02,1991,1,SFN,NL,35,71,3,13,3,0,0,6,0,0,0,20,0,0,9,0,0,1750000,2750000
68632,blankla02,1991,1,OAK,AL,90,185,33,46,8,0,3,21,12,3,23,42,0,3,2,3,2,125000,205000
68633,blausje01,1991,1,ATL,NL,129,352,49,91,14,3,11,54,5,6,54,59,4,2,4,3,4,280000,940000
68635,boddimi01,1991,1,KCA,AL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3166667,3116667
68637,boggswa01,1991,1,BOS,AL,144,546,93,181,42,2,8,51,1,2,89,32,25,0,0,6,16,2750000,2700000
68639,boltoto01,1991,1,BOS,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000,525000
68640,bondsba01,1991,1,PIT,NL,153,510,95,149,28,5,25,116,43,13,107,73,25,4,0,13,8,2300000,4800000
68644,bordepa01,1991,1,TOR,AL,105,291,22,71,17,0,5,36,0,0,11,45,1,1,6,3,8,700000,1000000
68646,bosioch01,1991,1,ML4,AL,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875000,2387000
68647,boskish01,1991,1,CHN,NL,30,41,3,7,0,1,1,2,0,0,3,15,0,0,3,0,0,130000,185000
68648,bostoda01,1991,1,NYN,NL,137,255,40,70,16,4,4,21,15,8,30,42,0,0,0,1,2,750000,935000
68654,bradlsc01,1991,1,SEA,AL,83,172,10,35,7,0,0,11,0,0,19,19,2,0,5,2,2,575000,837500
68655,bragggl01,1991,1,CIN,NL,85,250,36,65,10,0,11,39,11,3,23,46,3,2,0,4,4,825000,1000000
68657,brantje01,1991,1,SFN,NL,67,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,166000,1125000
68658,breamsi01,1991,1,ATL,NL,91,265,32,67,12,0,11,45,0,3,25,31,5,0,4,4,8,1600000,2400000
68659,brettge01,1991,1,KCA,AL,131,505,77,129,40,2,10,61,2,0,58,75,10,0,1,8,20,3105000,3100000
68661,brilegr01,1991,1,SEA,AL,139,381,39,99,17,3,2,26,23,11,27,51,0,0,1,3,7,265000,570000
68669,brownke01,1991,1,TEX,AL,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355000,1200000
68672,brownto05,1991,1,CIN,NL,36,70,3,12,3,0,1,5,0,1,3,19,0,0,10,0,0,2425000,3250000
68674,brunato01,1991,1,BOS,AL,142,459,54,105,24,1,16,70,1,2,49,72,2,3,0,8,8,2500000,2850000
68677,buhneja01,1991,1,SEA,AL,137,406,64,99,14,4,27,77,0,1,53,117,5,6,2,4,10,247500,1445000
68681,burkejo03,1991,1,SFN,NL,36,55,0,5,1,0,0,1,0,0,3,26,0,0,9,0,0,230000,375000
68684,burksel01,1991,1,BOS,AL,130,474,56,119,33,3,14,56,6,11,39,81,2,6,2,3,7,1825000,2300000
68686,bushra01,1991,1,MIN,AL,93,165,21,50,10,1,6,23,0,2,24,25,3,3,0,0,5,500000,450000
68687,butlebr01,1991,1,LAN,NL,161,615,112,182,13,5,2,38,38,28,108,79,4,1,4,2,3,2833333,3333333
68688,cabrefr01,1991,1,ATL,NL,44,95,7,23,6,0,4,23,1,1,6,20,0,0,0,1,5,110000,148000
68689,cadargr01,1991,1,NYA,AL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675000,1190000
68690,caldeiv01,1991,1,MON,NL,134,470,69,141,22,3,19,75,31,16,53,64,4,3,1,10,7,2215000,2600000
68691,caminke01,1991,1,HOU,NL,152,574,65,145,30,3,13,80,4,5,46,85,7,5,3,4,18,2200000,1500000
68695,candaca01,1991,1,HOU,NL,151,461,44,121,20,7,4,50,9,3,40,49,7,0,1,3,5,350000,935000
68696,candejo01,1991,1,LAN,NL,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830000,1250000
68699,cansejo01,1991,1,OAK,AL,154,572,115,152,32,1,44,122,26,6,78,152,7,9,0,6,16,3500000,4300000
68703,carpecr01,1991,1,SLN,NL,59,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,120000,170000
68710,cartejo01,1991,1,TOR,AL,162,638,89,174,42,3,33,108,20,9,49,112,12,10,0,9,6,3791667,3691667
